0,419430398,0,82154943,0,0,0,0,0,0,0,0,0,0,0,0
0,33589,0,33589,0,33589,0,33589,0,33589,0,33589,0,33589,0,33589
0,33589,0,33589,0,33589,0,33589,0,33589,0,33589,0,33589,0,33589
0,33589,0,33589,0,33589,0,33589,0,33589,0,33589,0,33589,0,33589
1,83590,1,83590,1,83590,1,83590,1,83590,1,83590,1,83590,1,83590
0,133591,0,133591,0,133591,0,133591,0,133591,0,133591,0,133591,0,133591
1,183592,1,183592,1,183592,1,183592,1,183592,1,183592,1,183592,1,183592
0,233593,0,233593,0,233593,0,233593,0,233593,0,233593,0,233593,0,233593
1,283594,1,283594,1,283594,1,283594,1,283594,1,283594,1,283594,1,283594
0,333595,0,333595,0,333595,0,333595,0,333595,0,333595,0,333595,0,333595
1,383596,1,383596,1,383596,1,383596,1,383596,1,383596,1,383596,1,383596
0,433597,0,433597,0,433597,0,433597,0,433597,0,433597,0,433597,0,433597
1,483598,1,483598,1,483598,1,483598,1,483598,1,483598,1,483598,1,483598
0,533599,0,533599,0,533599,0,533599,0,533599,0,533599,0,533599,0,533599
1,583600,1,583600,1,583600,1,583600,1,583600,1,583600,1,583600,1,583600
0,633601,0,633601,0,633601,0,633601,0,633601,0,633601,0,633601,0,633601
1,683602,1,683602,1,683602,1,683602,1,683602,1,683602,1,683602,1,683602
0,733603,0,733603,0,733603,0,733603,0,733603,0,733603,0,733603,0,733603
1,783604,1,783604,1,783604,1,783604,1,783604,1,783604,1,783604,1,783604
0,833605,0,833605,0,833605,0,833605,0,833605,0,833605,0,833605,0,833605
1,883606,1,883606,1,883606,1,883606,1,883606,1,883606,1,883606,1,883606
0,933607,0,933607,0,933607,0,933607,0,933607,0,933607,0,933607,0,933607
1,983608,1,983608,1,983608,1,983608,1,983608,1,983608,1,983608,1,983608
0,1033609,0,1033609,0,1033609,0,1033609,0,1033609,0,1033609,0,1033609,0,1033609
1,1083610,1,1083610,1,1083610,1,1083610,1,1083610,1,1083610,1,1083610,1,1083610
0,1133611,0,1133611,0,1133611,0,1133611,0,1133611,0,1133611,0,1133611,0,1133611
1,1183612,1,1183612,1,1183612,1,1183612,1,1183612,1,1183612,1,1183612,1,1183612
0,1233613,0,1233613,0,1233613,0,1233613,0,1233613,0,1233613,0,1233613,0,1233613
1,1283614,1,1283614,1,1283614,1,1283614,1,1283614,1,1283614,1,1283614,1,1283614
0,1333615,0,1333615,0,1333615,0,1333615,0,1333615,0,1333615,0,1333615,0,1333615
1,1383616,1,1383616,1,1383616,1,1383616,1,1383616,1,1383616,1,1383616,1,1383616
0,1433617,0,1433617,0,1433617,0,1433617,0,1433617,0,1433617,0,1433617,0,1433617
1,1483618,1,1483618,1,1483618,1,1483618,1,1483618,1,1483618,1,1483618,1,1483618
0,1533619,0,1533619,0,1533619,0,1533619,0,1533619,0,1533619,0,1533619,0,1533619
1,1583620,1,1583620,1,1583620,1,1583620,1,1583620,1,1583620,1,1583620,1,1583620
0,1633621,0,1633621,0,1633621,0,1633621,0,1633621,0,1633621,0,1633621,0,1633621
1,1683622,1,1683622,1,1683622,1,1683622,1,1683622,1,1683622,1,1683622,1,1683622
0,1733623,0,1733623,0,1733623,0,1733623,0,1733623,0,1733623,0,1733623,0,1733623
1,1783624,1,1783624,1,1783624,1,1783624,1,1783624,1,1783624,1,1783624,1,1783624
0,1833625,0,1833625,0,1833625,0,1833625,0,1833625,0,1833625,0,1833625,0,1833625
1,1883626,1,1883626,1,1883626,1,1883626,1,1883626,1,1883626,1,1883626,1,1883626
0,1933627,0,1933627,0,1933627,0,1933627,0,1933627,0,1933627,0,1933627,0,1933627
1,1983628,1,1983628,1,1983628,1,1983628,1,1983628,1,1983628,1,1983628,1,1983628
0,2033629,0,2033629,0,2033629,0,2033629,0,2033629,0,2033629,0,2033629,0,2033629
1,2083630,1,2083630,1,2083630,1,2083630,1,2083630,1,2083630,1,2083630,1,2083630
0,2133631,0,2133631,0,2133631,0,2133631,0,2133631,0,2133631,0,2133631,0,2133631
1,2183632,1,2183632,1,2183632,1,2183632,1,2183632,1,2183632,1,2183632,1,2183632
0,2233633,0,2233633,0,2233633,0,2233633,0,2233633,0,2233633,0,2233633,0,2233633
1,2283634,1,2283634,1,2283634,1,2283634,1,2283634,1,2283634,1,2283634,1,2283634
0,2333635,0,2333635,0,2333635,0,2333635,0,2333635,0,2333635,0,2333635,0,2333635
1,2383636,1,2383636,1,2383636,1,2383636,1,2383636,1,2383636,1,2383636,1,2383636
0,2433637,0,2433637,0,2433637,0,2433637,0,2433637,0,2433637,0,2433637,0,2433637
1,2483638,1,2483638,1,2483638,1,2483638,1,2483638,1,2483638,1,2483638,1,2483638
0,2533639,0,2533639,0,2533639,0,2533639,0,2533639,0,2533639,0,2533639,0,2533639
1,2583640,1,2583640,1,2583640,1,2583640,1,2583640,1,2583640,1,2583640,1,2583640
0,2633641,0,2633641,0,2633641,0,2633641,0,2633641,0,2633641,0,2633641,0,2633641
1,2683642,1,2683642,1,2683642,1,2683642,1,2683642,1,2683642,1,2683642,1,2683642
0,2733643,0,2733643,0,2733643,0,2733643,0,2733643,0,2733643,0,2733643,0,2733643
1,2783644,1,2783644,1,2783644,1,2783644,1,2783644,1,2783644,1,2783644,1,2783644
0,2833645,0,2833645,0,2833645,0,2833645,0,2833645,0,2833645,0,2833645,0,2833645
1,2883646,1,2883646,1,2883646,1,2883646,1,2883646,1,2883646,1,2883646,1,2883646
0,2933647,0,2933647,0,2933647,0,2933647,0,2933647,0,2933647,0,2933647,0,2933647
1,2983648,1,2983648,1,2983648,1,2983648,1,2983648,1,2983648,1,2983648,1,2983648
0,3033649,0,3033649,0,3033649,0,3033649,0,3033649,0,3033649,0,3033649,0,3033649
1,3083650,1,3083650,1,3083650,1,3083650,1,3083650,1,3083650,1,3083650,1,3083650
0,3133651,0,3133651,0,3133651,0,3133651,0,3133651,0,3133651,0,3133651,0,3133651
1,3183652,1,3183652,1,3183652,1,3183652,1,3183652,1,3183652,1,3183652,1,3183652
0,3233653,0,3233653,0,3233653,0,3233653,0,3233653,0,3233653,0,3233653,0,3233653
1,3283654,1,3283654,1,3283654,1,3283654,1,3283654,1,3283654,1,3283654,1,3283654
0,3333655,0,3333655,0,3333655,0,3333655,0,3333655,0,3333655,0,3333655,0,3333655
1,3383656,1,3383656,1,3383656,1,3383656,1,3383656,1,3383656,1,3383656,1,3383656
0,3433657,0,3433657,0,3433657,0,3433657,0,3433657,0,3433657,0,3433657,0,3433657
1,3483658,1,3483658,1,3483658,1,3483658,1,3483658,1,3483658,1,3483658,1,3483658
0,3533659,0,3533659,0,3533659,0,3533659,0,3533659,0,3533659,0,3533659,0,3533659
1,3583660,1,3583660,1,3583660,1,3583660,1,3583660,1,3583660,1,3583660,1,3583660
0,3633661,0,3633661,0,3633661,0,3633661,0,3633661,0,3633661,0,3633661,0,3633661
1,3683662,1,3683662,1,3683662,1,3683662,1,3683662,1,3683662,1,3683662,1,3683662
0,3733663,0,3733663,0,3733663,0,3733663,0,3733663,0,3733663,0,3733663,0,3733663
1,3783664,1,3783664,1,3783664,1,3783664,1,3783664,1,3783664,1,3783664,1,3783664
0,3833665,0,3833665,0,3833665,0,3833665,0,3833665,0,3833665,0,3833665,0,3833665
1,3883666,1,3883666,1,3883666,1,3883666,1,3883666,1,3883666,1,3883666,1,3883666
0,3933667,0,3933667,0,3933667,0,3933667,0,3933667,0,3933667,0,3933667,0,3933667
1,3983668,1,3983668,1,3983668,1,3983668,1,3983668,1,3983668,1,3983668,1,3983668
0,4033669,0,4033669,0,4033669,0,4033669,0,4033669,0,4033669,0,4033669,0,4033669
1,4083670,1,4083670,1,4083670,1,4083670,1,4083670,1,4083670,1,4083670,1,4083670
0,4133671,0,4133671,0,4133671,0,4133671,0,4133671,0,4133671,0,4133671,0,4133671
1,4183672,1,4183672,1,4183672,1,4183672,1,4183672,1,4183672,1,4183672,1,4183672
0,4233673,0,4233673,0,4233673,0,4233673,0,4233673,0,4233673,0,4233673,0,4233673
1,4283674,1,4283674,1,4283674,1,4283674,1,4283674,1,4283674,1,4283674,1,4283674
0,4333675,0,4333675,0,4333675,0,4333675,0,4333675,0,4333675,0,4333675,0,4333675
1,4383676,1,4383676,1,4383676,1,4383676,1,4383676,1,4383676,1,4383676,1,4383676
0,4433677,0,4433677,0,4433677,0,4433677,0,4433677,0,4433677,0,4433677,0,4433677
1,4483678,1,4483678,1,4483678,1,4483678,1,4483678,1,4483678,1,4483678,1,4483678
0,4533679,0,4533679,0,4533679,0,4533679,0,4533679,0,4533679,0,4533679,0,4533679
1,4583680,1,4583680,1,4583680,1,4583680,1,4583680,1,4583680,1,4583680,1,4583680
0,4633681,0,4633681,0,4633681,0,4633681,0,4633681,0,4633681,0,4633681,0,4633681
1,4683682,1,4683682,1,4683682,1,4683682,1,4683682,1,4683682,1,4683682,1,4683682
0,4733683,0,4733683,0,4733683,0,4733683,0,4733683,0,4733683,0,4733683,0,4733683
1,4783684,1,4783684,1,4783684,1,4783684,1,4783684,1,4783684,1,4783684,1,4783684
0,4833685,0,4833685,0,4833685,0,4833685,0,4833685,0,4833685,0,4833685,0,4833685
1,4883686,1,4883686,1,4883686,1,4883686,1,4883686,1,4883686,1,4883686,1,4883686
0,4933687,0,4933687,0,4933687,0,4933687,0,4933687,0,4933687,0,4933687,0,4933687
1,4983688,1,4983688,1,4983688,1,4983688,1,4983688,1,4983688,1,4983688,1,4983688
0,5033689,0,5033689,0,5033689,0,5033689,0,5033689,0,5033689,0,5033689,0,5033689
1,5083690,1,5083690,1,5083690,1,5083690,1,5083690,1,5083690,1,5083690,1,5083690
0,5133691,0,5133691,0,5133691,0,5133691,0,5133691,0,5133691,0,5133691,0,5133691
1,5183692,1,5183692,1,5183692,1,5183692,1,5183692,1,5183692,1,5183692,1,5183692
0,5233693,0,5233693,0,5233693,0,5233693,0,5233693,0,5233693,0,5233693,0,5233693
1,5283694,1,5283694,1,5283694,1,5283694,1,5283694,1,5283694,1,5283694,1,5283694
0,5333695,0,5333695,0,5333695,0,5333695,0,5333695,0,5333695,0,5333695,0,5333695
1,5383696,1,5383696,1,5383696,1,5383696,1,5383696,1,5383696,1,5383696,1,5383696
0,5433697,0,5433697,0,5433697,0,5433697,0,5433697,0,5433697,0,5433697,0,5433697
1,5483698,1,5483698,1,5483698,1,5483698,1,5483698,1,5483698,1,5483698,1,5483698
0,5533699,0,5533699,0,5533699,0,5533699,0,5533699,0,5533699,0,5533699,0,5533699
1,5583700,1,5583700,1,5583700,1,5583700,1,5583700,1,5583700,1,5583700,1,5583700
0,5633701,0,5633701,0,5633701,0,5633701,0,5633701,0,5633701,0,5633701,0,5633701
1,5683702,1,5683702,1,5683702,1,5683702,1,5683702,1,5683702,1,5683702,1,5683702
0,5733703,0,5733703,0,5733703,0,5733703,0,5733703,0,5733703,0,5733703,0,5733703
1,5783704,1,5783704,1,5783704,1,5783704,1,5783704,1,5783704,1,5783704,1,5783704
0,5833705,0,5833705,0,5833705,0,5833705,0,5833705,0,5833705,0,5833705,0,5833705
1,5883706,1,5883706,1,5883706,1,5883706,1,5883706,1,5883706,1,5883706,1,5883706
0,5933707,0,5933707,0,5933707,0,5933707,0,5933707,0,5933707,0,5933707,0,5933707
1,5983708,1,5983708,1,5983708,1,5983708,1,5983708,1,5983708,1,5983708,1,5983708
0,6033709,0,6033709,0,6033709,0,6033709,0,6033709,0,6033709,0,6033709,0,6033709
1,6083710,1,6083710,1,6083710,1,6083710,1,6083710,1,6083710,1,6083710,1,6083710
